Marketplace,Invoice Group ID,Invoice ID,Payment ID,Payment No.,Earnings Period Start Date,Earnings Period End Date,Earnings Pre-Tax and Adjustments,Earnings Pre-Tax and Adjustments Currency,Adjustments,Adjustments Currency,Tax Withheld,Tax Withheld Currency,Exchange Rate,Mode of Payment,Payment Amount,Payment Amount Currency,Payment Status,Payment Issue Date,Payment Failure Date,Vendor ID,Invoice Start Month,Invoice Year
Amazon.de,36b4250bb510455395fa02fc92feaf85e873737a,3dd26dc5cc2364354c1d96aeb62ab7be18f5df8d,246270867,203546008,2022-03-01 00:00:00 CET,2022-03-31 00:00:00 CEST,177189.86,EUR,0,EUR,0,EUR,1.0,EFT,177189.86,EUR,,2022-04-29 00:00:00 CEST,,60439,2022-03,2022
