revenue_month_date,,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01
total_revenue_net_CHF,,135340.24091854415,153129.8213064847,26607.88624904641,24417.93129297929,24793.100259278985,24827.402448135836,24040.53095062097,24852.66200768383,24073.29554179219,24884.116994056163,24908.773292465547,22523.06653925233,13894.818890766199,628.5421455063906,168.34863083550235,112.63832442881714,108.07190587089212,84.93538517740537,73.06269692680031,69.71398998432198,63.016576099365274,52.36159946420691,40.79333911746352,32.269357809336796,17.96124632783841,6.39298598109503
