Vendor Name	Zattoo Schweiz AG
Start Date	02/27/2022
End Date	03/26/2022
Transaction Date	Settlement Date	Apple Identifier	SKU	Title	Developer Name	Product Type Identifier	Country of Sale	Quantity	Partner Share	Extended Partner Share	Partner Share Currency	Customer Price	Customer Currency	Sale or Return	Promo Code	Order Type	Region
03/04/2022	03/06/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	5	9.47	47.35	CHF	12.000	CHF	S				
03/10/2022	03/10/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	-1	3.91	-3.91	CHF	-6.010	CHF	R				
03/20/2022	03/26/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	9.47	9.47	CHF	12.000	CHF	S				
03/04/2022	03/04/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	65	7.80	507.00	CHF	12.000	CHF	S				
02/18/2022	03/01/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	4	7.80	31.20	CHF	12.000	CHF	S				
02/24/2022	03/06/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	2	9.47	18.94	CHF	12.000	CHF	S				
02/11/2022	03/08/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	7.80	7.80	CHF	12.000	CHF	S				
03/02/2022	03/04/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	12	9.47	113.64	CHF	12.000	CHF	S				
03/19/2022	03/20/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	28	7.80	218.40	CHF	12.000	CHF	S				
03/21/2022	03/26/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	7.80	7.80	CHF	12.000	CHF	S				
01/27/2022	03/07/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	7.80	7.80	CHF	12.000	CHF	S				
03/10/2022	03/13/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	3	9.47	28.41	CHF	12.000	CHF	S				
02/27/2022	03/09/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	5	9.47	47.35	CHF	12.000	CHF	S				
03/13/2022	03/24/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	3	9.47	28.41	CHF	12.000	CHF	S				
03/08/2022	03/16/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	7.80	7.80	CHF	12.000	CHF	S				
02/25/2022	02/28/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	4	7.80	31.20	CHF	12.000	CHF	S				
03/03/2022	03/08/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	2	9.47	18.94	CHF	12.000	CHF	S				
03/05/2022	03/16/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	5	7.80	39.00	CHF	12.000	CHF	S				
02/06/2022	03/07/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	7.80	7.80	CHF	12.000	CHF	S				
02/27/2022	03/03/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	4	7.80	31.20	CHF	12.000	CHF	S				
03/19/2022	03/24/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	2	9.47	18.94	CHF	12.000	CHF	S				
02/23/2022	03/06/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	2	7.80	15.60	CHF	12.000	CHF	S				
03/09/2022	03/11/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	5	9.47	47.35	CHF	12.000	CHF	S				
03/09/2022	03/15/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	3	9.47	28.41	CHF	12.000	CHF	S				
02/27/2022	03/01/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	4	7.80	31.20	CHF	12.000	CHF	S				
03/16/2022	03/21/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	2	9.47	18.94	CHF	12.000	CHF	S				
02/18/2022	03/01/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	3	9.47	28.41	CHF	12.000	CHF	S				
02/26/2022	03/09/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	9.47	9.47	CHF	12.000	CHF	S				
03/03/2022	03/06/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	2	9.47	18.94	CHF	12.000	CHF	S				
02/27/2022	02/27/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	48	9.47	454.56	CHF	12.000	CHF	S				
02/19/2022	03/02/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	5	9.47	47.35	CHF	12.000	CHF	S				
03/18/2022	03/19/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	23	7.80	179.40	CHF	12.000	CHF	S				
02/27/2022	03/05/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	2	7.80	15.60	CHF	12.000	CHF	S				
03/14/2022	03/14/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	80	9.47	757.60	CHF	12.000	CHF	S				
03/16/2022	03/24/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	7.80	7.80	CHF	12.000	CHF	S				
03/07/2022	03/17/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	4	7.80	31.20	CHF	12.000	CHF	S				
03/18/2022	03/20/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	3	9.47	28.41	CHF	12.000	CHF	S				
02/10/2022	02/28/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	9.47	9.47	CHF	12.000	CHF	S				
03/18/2022	03/26/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	7.80	7.80	CHF	12.000	CHF	S				
	03/04/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	7.80	7.80	CHF	12.000	CHF	S				
03/10/2022	03/19/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	7.80	7.80	CHF	12.000	CHF	S				
03/17/2022	03/18/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	24	7.80	187.20	CHF	12.000	CHF	S				
03/06/2022	03/08/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	4	9.47	37.88	CHF	12.000	CHF	S				
02/27/2022	03/01/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	4	9.47	37.88	CHF	12.000	CHF	S				
03/02/2022	03/04/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	5	7.80	39.00	CHF	12.000	CHF	S				
03/07/2022	03/07/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	-1	9.47	-9.47	CHF	-12.000	CHF	R				
02/18/2022	02/27/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	9.47	9.47	CHF	12.000	CHF	S				
03/13/2022	03/16/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	6	9.47	56.82	CHF	12.000	CHF	S				
03/03/2022	03/04/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	35	7.80	273.00	CHF	12.000	CHF	S				
02/24/2022	02/27/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	3	7.80	23.40	CHF	12.000	CHF	S				
02/27/2022	03/10/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	6	9.47	56.82	CHF	12.000	CHF	S				
03/07/2022	03/11/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	7.80	7.80	CHF	12.000	CHF	S				
03/03/2022	03/06/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	3	7.80	23.40	CHF	12.000	CHF	S				
03/09/2022	03/19/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	8	9.47	75.76	CHF	12.000	CHF	S				
03/14/2022	03/19/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	2	9.47	18.94	CHF	12.000	CHF	S				
03/06/2022	03/07/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	15	7.80	117.00	CHF	12.000	CHF	S				
03/18/2022	03/26/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	9.47	9.47	CHF	12.000	CHF	S				
03/02/2022	03/09/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	7.80	7.80	CHF	12.000	CHF	S				
03/01/2022	03/01/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	87	7.80	678.60	CHF	12.000	CHF	S				
02/21/2022	03/03/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	9	9.47	85.23	CHF	12.000	CHF	S				
03/16/2022	03/17/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	22	9.47	208.34	CHF	12.000	CHF	S				
03/10/2022	03/21/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	2	9.47	18.94	CHF	12.000	CHF	S				
03/07/2022	03/07/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	44	9.47	416.68	CHF	12.000	CHF	S				
	03/26/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	7.80	7.80	CHF	12.000	CHF	S				
02/17/2022	02/27/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	4	7.80	31.20	CHF	12.000	CHF	S				
03/25/2022	03/25/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	57	7.80	444.60	CHF	12.000	CHF	S				
02/24/2022	03/02/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	7.80	7.80	CHF	12.000	CHF	S				
03/10/2022	03/19/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	9.47	9.47	CHF	12.000	CHF	S				
03/08/2022	03/12/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	2	7.80	15.60	CHF	12.000	CHF	S				
03/13/2022	03/19/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	2	9.47	18.94	CHF	12.000	CHF	S				
03/13/2022	03/13/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	45	7.80	351.00	CHF	12.000	CHF	S				
02/23/2022	03/05/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	2	9.47	18.94	CHF	12.000	CHF	S				
03/25/2022	03/26/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	29	9.47	274.63	CHF	12.000	CHF	S				
02/20/2022	03/01/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	9.47	9.47	CHF	12.000	CHF	S				
03/12/2022	03/23/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	5	7.80	39.00	CHF	12.000	CHF	S				
03/16/2022	03/25/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	5	7.80	39.00	CHF	12.000	CHF	S				
03/04/2022	03/12/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	7.80	7.80	CHF	12.000	CHF	S				
02/28/2022	03/01/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	52	9.47	492.44	CHF	12.000	CHF	S				
02/26/2022	03/09/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	7.80	7.80	CHF	12.000	CHF	S				
02/26/2022	03/01/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	6	7.80	46.80	CHF	12.000	CHF	S				
03/11/2022	03/21/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	2	7.80	15.60	CHF	12.000	CHF	S				
03/12/2022	03/15/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	3	7.80	23.40	CHF	12.000	CHF	S				
02/28/2022	02/28/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	153	9.47	1448.91	CHF	12.000	CHF	S				
02/19/2022	03/01/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	8	7.80	62.40	CHF	12.000	CHF	S				
02/26/2022	03/04/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	3	7.80	23.40	CHF	12.000	CHF	S				
03/08/2022	03/13/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	9.47	9.47	CHF	12.000	CHF	S				
03/20/2022	03/21/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	27	9.47	255.69	CHF	12.000	CHF	S				
03/03/2022	03/09/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	3	9.47	28.41	CHF	12.000	CHF	S				
03/10/2022	03/13/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	7.80	7.80	CHF	12.000	CHF	S				
02/17/2022	02/27/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	6	9.47	56.82	CHF	12.000	CHF	S				
03/09/2022	03/10/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	-1	7.80	-7.80	CHF	-12.000	CHF	R				
03/14/2022	03/15/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	43	9.47	407.21	CHF	12.000	CHF	S				
02/26/2022	02/27/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	32	7.80	249.60	CHF	12.000	CHF	S				
03/14/2022	03/25/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	7.80	7.80	CHF	12.000	CHF	S				
02/28/2022	03/07/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	2	7.80	15.60	CHF	12.000	CHF	S				
03/01/2022	03/11/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	7	7.80	54.60	CHF	12.000	CHF	S				
02/20/2022	03/02/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	4	9.47	37.88	CHF	12.000	CHF	S				
03/20/2022	03/21/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	18	7.80	140.40	CHF	12.000	CHF	S				
03/05/2022	03/11/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	2	7.80	15.60	CHF	12.000	CHF	S				
03/17/2022	03/24/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	7.80	7.80	CHF	12.000	CHF	S				
02/19/2022	03/01/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	5	9.47	47.35	CHF	12.000	CHF	S				
03/08/2022	03/08/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	56	7.80	436.80	CHF	12.000	CHF	S				
03/09/2022	03/13/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	7.80	7.80	CHF	12.000	CHF	S				
02/25/2022	03/06/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	7.80	7.80	CHF	12.000	CHF	S				
03/08/2022	03/19/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	3	7.80	23.40	CHF	12.000	CHF	S				
03/02/2022	03/13/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	5	7.80	39.00	CHF	12.000	CHF	S				
02/28/2022	03/02/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	11	9.47	104.17	CHF	12.000	CHF	S				
03/20/2022	03/25/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	7.80	7.80	CHF	12.000	CHF	S				
03/20/2022	03/24/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	3	7.80	23.40	CHF	12.000	CHF	S				
03/16/2022	03/24/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	3	9.47	28.41	CHF	12.000	CHF	S				
03/04/2022	03/11/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	4	7.80	31.20	CHF	12.000	CHF	S				
03/14/2022	03/16/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	10	9.47	94.70	CHF	12.000	CHF	S				
03/17/2022	03/23/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	2	7.80	15.60	CHF	12.000	CHF	S				
02/13/2022	03/06/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	9.47	9.47	CHF	12.000	CHF	S				
03/12/2022	03/14/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	6	9.47	56.82	CHF	12.000	CHF	S				
03/05/2022	03/09/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	7.80	7.80	CHF	12.000	CHF	S				
03/25/2022	03/26/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	37	7.80	288.60	CHF	12.000	CHF	S				
03/17/2022	03/17/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	73	9.47	691.31	CHF	12.000	CHF	S				
03/03/2022	03/14/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	5	7.80	39.00	CHF	12.000	CHF	S				
03/12/2022	03/22/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	12	7.80	93.60	CHF	12.000	CHF	S				
02/24/2022	02/28/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	4	7.80	31.20	CHF	12.000	CHF	S				
03/11/2022	03/11/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	-1	1.69	-1.69	CHF	-2.150	CHF	R				
03/15/2022	03/26/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	6	9.47	56.82	CHF	12.000	CHF	S				
03/24/2022	03/24/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	41	9.47	388.27	CHF	12.000	CHF	S				
03/14/2022	03/17/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	3	7.80	23.40	CHF	12.000	CHF	S				
03/05/2022	03/14/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	2	7.80	15.60	CHF	12.000	CHF	S				
03/24/2022	03/26/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	5	7.80	39.00	CHF	12.000	CHF	S				
03/21/2022	03/21/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	41	9.47	388.27	CHF	12.000	CHF	S				
03/08/2022	03/08/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	-1	6.80	-6.80	CHF	-10.470	CHF	R				
03/07/2022	03/10/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	4	9.47	37.88	CHF	12.000	CHF	S				
03/20/2022	03/24/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	9.47	9.47	CHF	12.000	CHF	S				
02/23/2022	03/02/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	2	9.47	18.94	CHF	12.000	CHF	S				
03/13/2022	03/14/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	46	9.47	435.62	CHF	12.000	CHF	S				
02/21/2022	03/04/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	2	7.80	15.60	CHF	12.000	CHF	S				
03/23/2022	03/23/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	64	7.80	499.20	CHF	12.000	CHF	S				
03/02/2022	03/11/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	7.80	7.80	CHF	12.000	CHF	S				
02/21/2022	02/28/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	2	9.47	18.94	CHF	12.000	CHF	S				
