Vendor Name	Zattoo Schweiz AG
Start Date	02/27/2022
End Date	03/26/2022
Transaction Date	Settlement Date	Apple Identifier	SKU	Title	Developer Name	Product Type Identifier	Country of Sale	Quantity	Partner Share	Extended Partner Share	Partner Share Currency	Customer Price	Customer Currency	Sale or Return	Promo Code	Order Type	Region
03/01/2022	03/02/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	29	7.80	226.20	CHF	12.000	CHF	S				
03/15/2022	03/18/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	3	7.80	23.40	CHF	12.000	CHF	S				
03/06/2022	03/12/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	7.80	7.80	CHF	12.000	CHF	S				
	03/07/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	9.47	9.47	CHF	12.000	CHF	S				
03/02/2022	03/10/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	7.80	7.80	CHF	12.000	CHF	S				
03/11/2022	03/18/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	7.80	7.80	CHF	12.000	CHF	S				
03/08/2022	03/19/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	4	9.47	37.88	CHF	12.000	CHF	S				
03/08/2022	03/09/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	31	9.47	293.57	CHF	12.000	CHF	S				
02/17/2022	03/23/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	7.80	7.80	CHF	12.000	CHF	S				
03/11/2022	03/13/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	2	9.47	18.94	CHF	12.000	CHF	S				
03/02/2022	03/03/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	34	9.47	321.98	CHF	12.000	CHF	S				
03/04/2022	03/14/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	10	9.47	94.70	CHF	12.000	CHF	S				
03/01/2022	03/06/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	9.47	9.47	CHF	12.000	CHF	S				
03/16/2022	03/20/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	4	7.80	31.20	CHF	12.000	CHF	S				
03/17/2022	03/22/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	3	7.80	23.40	CHF	12.000	CHF	S				
02/23/2022	03/03/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	9.47	9.47	CHF	12.000	CHF	S				
03/07/2022	03/10/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	4	7.80	31.20	CHF	12.000	CHF	S				
03/05/2022	03/16/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	3	9.47	28.41	CHF	12.000	CHF	S				
02/22/2022	03/02/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	2	9.47	18.94	CHF	12.000	CHF	S				
02/28/2022	03/11/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	6	9.47	56.82	CHF	12.000	CHF	S				
03/06/2022	03/10/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	3	7.80	23.40	CHF	12.000	CHF	S				
03/01/2022	03/12/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	2	9.47	18.94	CHF	12.000	CHF	S				
03/23/2022	03/24/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	28	9.47	265.16	CHF	12.000	CHF	S				
03/04/2022	03/13/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	9.47	9.47	CHF	12.000	CHF	S				
03/07/2022	03/12/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	7.80	7.80	CHF	12.000	CHF	S				
03/09/2022	03/19/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	8	7.80	62.40	CHF	12.000	CHF	S				
03/05/2022	03/15/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	4	7.80	31.20	CHF	12.000	CHF	S				
03/04/2022	03/05/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	35	7.80	273.00	CHF	12.000	CHF	S				
03/19/2022	03/25/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	9.47	9.47	CHF	12.000	CHF	S				
03/15/2022	03/25/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	2	7.80	15.60	CHF	12.000	CHF	S				
03/19/2022	03/22/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	2	9.47	18.94	CHF	12.000	CHF	S				
03/24/2022	03/26/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	9.47	9.47	CHF	12.000	CHF	S				
03/05/2022	03/06/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	32	9.47	303.04	CHF	12.000	CHF	S				
03/21/2022	03/21/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	-1	3.78	-3.78	CHF	-5.810	CHF	R				
03/03/2022	03/09/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	7.80	7.80	CHF	12.000	CHF	S				
02/28/2022	03/04/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	3	9.47	28.41	CHF	12.000	CHF	S				
03/25/2022	03/25/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	46	9.47	435.62	CHF	12.000	CHF	S				
02/17/2022	02/28/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	2	9.47	18.94	CHF	12.000	CHF	S				
03/05/2022	03/15/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	11	9.47	104.17	CHF	12.000	CHF	S				
03/07/2022	03/14/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	7.80	7.80	CHF	12.000	CHF	S				
03/04/2022	03/07/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	3	9.47	28.41	CHF	12.000	CHF	S				
03/19/2022	03/26/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	2	9.47	18.94	CHF	12.000	CHF	S				
03/15/2022	03/15/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	116	9.47	1098.52	CHF	12.000	CHF	S				
03/19/2022	03/25/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	2	7.80	15.60	CHF	12.000	CHF	S				
02/09/2022	03/19/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	9.47	9.47	CHF	12.000	CHF	S				
03/01/2022	03/08/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	9.47	9.47	CHF	12.000	CHF	S				
03/05/2022	03/08/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	4	7.80	31.20	CHF	12.000	CHF	S				
02/22/2022	02/28/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	2	9.47	18.94	CHF	12.000	CHF	S				
03/15/2022	03/20/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	9.47	9.47	CHF	12.000	CHF	S				
03/06/2022	03/06/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	-1	7.31	-7.31	CHF	-11.240	CHF	R				
03/15/2022	03/15/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	68	7.80	530.40	CHF	12.000	CHF	S				
03/14/2022	03/14/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	-1	3.35	-3.35	CHF	-5.150	CHF	R				
02/22/2022	03/04/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	11	9.47	104.17	CHF	12.000	CHF	S				
02/25/2022	03/08/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	2	9.47	18.94	CHF	12.000	CHF	S				
03/19/2022	03/21/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	6	9.47	56.82	CHF	12.000	CHF	S				
03/23/2022	03/25/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	6	7.80	46.80	CHF	12.000	CHF	S				
03/05/2022	03/10/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	2	7.80	15.60	CHF	12.000	CHF	S				
03/17/2022	03/26/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	7.80	7.80	CHF	12.000	CHF	S				
03/04/2022	03/05/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	28	9.47	265.16	CHF	12.000	CHF	S				
03/14/2022	03/20/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	9.47	9.47	CHF	12.000	CHF	S				
02/21/2022	02/27/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	2	7.80	15.60	CHF	12.000	CHF	S				
03/16/2022	03/16/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	87	9.47	823.89	CHF	12.000	CHF	S				
03/01/2022	03/04/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	9.47	9.47	CHF	12.000	CHF	S				
03/09/2022	03/17/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	9.47	9.47	CHF	12.000	CHF	S				
03/01/2022	03/11/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	4	9.47	37.88	CHF	12.000	CHF	S				
02/28/2022	02/28/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	-1	3.06	-3.06	CHF	-4.710	CHF	R				
03/15/2022	03/16/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	39	9.47	369.33	CHF	12.000	CHF	S				
03/15/2022	03/17/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	5	7.80	39.00	CHF	12.000	CHF	S				
03/06/2022	03/09/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	4	9.47	37.88	CHF	12.000	CHF	S				
03/05/2022	03/08/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	9.47	9.47	CHF	12.000	CHF	S				
03/14/2022	03/14/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	64	7.80	499.20	CHF	12.000	CHF	S				
03/01/2022	03/07/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	7.80	7.80	CHF	12.000	CHF	S				
03/11/2022	03/12/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	28	9.47	265.16	CHF	12.000	CHF	S				
02/25/2022	03/07/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	7	7.80	54.60	CHF	12.000	CHF	S				
03/03/2022	03/03/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	46	9.47	435.62	CHF	12.000	CHF	S				
03/10/2022	03/11/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	33	7.80	257.40	CHF	12.000	CHF	S				
03/12/2022	03/20/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	2	9.47	18.94	CHF	12.000	CHF	S				
03/06/2022	03/13/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	3	7.80	23.40	CHF	12.000	CHF	S				
01/29/2022	03/15/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	7.80	7.80	CHF	12.000	CHF	S				
02/25/2022	03/06/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	9.47	9.47	CHF	12.000	CHF	S				
03/14/2022	03/20/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	7.80	7.80	CHF	12.000	CHF	S				
03/08/2022	03/11/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	2	7.80	15.60	CHF	12.000	CHF	S				
03/11/2022	03/14/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	4	9.47	37.88	CHF	12.000	CHF	S				
02/19/2022	02/28/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	4	9.47	37.88	CHF	12.000	CHF	S				
02/28/2022	03/06/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	3	9.47	28.41	CHF	12.000	CHF	S				
03/10/2022	03/20/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	3	7.80	23.40	CHF	12.000	CHF	S				
02/24/2022	03/07/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	3	9.47	28.41	CHF	12.000	CHF	S				
03/08/2022	03/15/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	2	9.47	18.94	CHF	12.000	CHF	S				
02/23/2022	03/04/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	7.80	7.80	CHF	12.000	CHF	S				
03/11/2022	03/11/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	37	9.47	350.39	CHF	12.000	CHF	S				
03/08/2022	03/10/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	7	9.47	66.29	CHF	12.000	CHF	S				
03/03/2022	03/13/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	8	7.80	62.40	CHF	12.000	CHF	S				
03/11/2022	03/16/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	2	9.47	18.94	CHF	12.000	CHF	S				
02/28/2022	03/01/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	42	7.80	327.60	CHF	12.000	CHF	S				
02/18/2022	02/28/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	6	9.47	56.82	CHF	12.000	CHF	S				
03/08/2022	03/12/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	2	9.47	18.94	CHF	12.000	CHF	S				
03/12/2022	03/17/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	2	9.47	18.94	CHF	12.000	CHF	S				
03/03/2022	03/12/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	2	9.47	18.94	CHF	12.000	CHF	S				
02/16/2022	03/02/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	7.80	7.80	CHF	12.000	CHF	S				
03/06/2022	03/07/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	24	9.47	227.28	CHF	12.000	CHF	S				
02/28/2022	03/02/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	12	7.80	93.60	CHF	12.000	CHF	S				
03/10/2022	03/12/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	2	9.47	18.94	CHF	12.000	CHF	S				
03/08/2022	03/11/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	4	9.47	37.88	CHF	12.000	CHF	S				
02/25/2022	02/27/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	8	9.47	75.76	CHF	12.000	CHF	S				
03/16/2022	03/26/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	8	9.47	75.76	CHF	12.000	CHF	S				
03/26/2022	03/26/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	-1	3.67	-3.67	CHF	-4.650	CHF	R				
02/25/2022	03/02/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	7.80	7.80	CHF	12.000	CHF	S				
03/04/2022	03/14/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	6	7.80	46.80	CHF	12.000	CHF	S				
03/21/2022	03/21/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	63	7.80	491.40	CHF	12.000	CHF	S				
03/06/2022	03/17/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	5	7.80	39.00	CHF	12.000	CHF	S				
02/19/2022	02/28/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	2	7.80	15.60	CHF	12.000	CHF	S				
02/28/2022	03/11/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	2	7.80	15.60	CHF	12.000	CHF	S				
02/27/2022	03/06/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	7.80	7.80	CHF	12.000	CHF	S				
03/13/2022	03/14/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	-1	9.47	-9.47	CHF	-12.000	CHF	R				
03/21/2022	03/24/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	7	9.47	66.29	CHF	12.000	CHF	S				
03/09/2022	03/18/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	2	9.47	18.94	CHF	12.000	CHF	S				
03/01/2022	03/12/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	4	7.80	31.20	CHF	12.000	CHF	S				
02/26/2022	03/07/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	7.80	7.80	CHF	12.000	CHF	S				
03/11/2022	03/17/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	9.47	9.47	CHF	12.000	CHF	S				
03/15/2022	03/22/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	3	9.47	28.41	CHF	12.000	CHF	S				
02/23/2022	02/28/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	9.47	9.47	CHF	12.000	CHF	S				
03/09/2022	03/10/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	33	9.47	312.51	CHF	12.000	CHF	S				
02/22/2022	03/01/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	7.80	7.80	CHF	12.000	CHF	S				
02/28/2022	03/03/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	6	7.80	46.80	CHF	12.000	CHF	S				
03/20/2022	03/25/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	2	9.47	18.94	CHF	12.000	CHF	S				
02/27/2022	02/28/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	85	7.80	663.00	CHF	12.000	CHF	S				
03/02/2022	03/09/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	9.47	9.47	CHF	12.000	CHF	S				
03/16/2022	03/19/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	3	7.80	23.40	CHF	12.000	CHF	S				
03/01/2022	03/03/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	8	9.47	75.76	CHF	12.000	CHF	S				
03/19/2022	03/24/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	3	7.80	23.40	CHF	12.000	CHF	S				
03/12/2022	03/12/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	-1	6.12	-6.12	CHF	-7.750	CHF	R				
03/23/2022	03/26/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	1	9.47	9.47	CHF	12.000	CHF	S				
03/21/2022	03/22/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	30	7.80	234.00	CHF	12.000	CHF	S				
03/21/2022	03/22/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	23	9.47	217.81	CHF	12.000	CHF	S				
03/22/2022	03/22/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	45	9.47	426.15	CHF	12.000	CHF	S				
03/15/2022	03/19/2022	1244141608	freetrial.ch.zattoo.ios.ch.auto.10	freetrial.ch.zattoo.ios.ch.auto_200_30		IAY	CH	2	9.47	18.94	CHF	12.000	CHF	S				
