Vendor Name	Zattoo Europe Ltd.
Start Date	02/27/2022
End Date	03/26/2022
Transaction Date	Settlement Date	Apple Identifier	SKU	Title	Developer Name	Product Type Identifier	Country of Sale	Quantity	Partner Share	Extended Partner Share	Partner Share Currency	Customer Price	Customer Currency	Sale or Return	Promo Code	Order Type	Region
03/21/2022	03/22/2022	570870245	de.zattoo.ios.ch.auto.10	de.zattoo.ios.ch.auto_200_30		IAY	DE	1	7.14	7.14	EUR	9.990	EUR	S				
03/21/2022	03/21/2022	570870245	de.zattoo.ios.ch.auto.10	de.zattoo.ios.ch.auto_200_30		IAY	DE	2	7.14	14.28	EUR	9.990	EUR	S				
03/01/2022	03/01/2022	570870245	de.zattoo.ios.ch.auto.10	de.zattoo.ios.ch.auto_200_30		IAY	DE	2	7.14	14.28	EUR	9.990	EUR	S				
03/03/2022	03/03/2022	570870245	de.zattoo.ios.ch.auto.10	de.zattoo.ios.ch.auto_200_30		IAY	DE	2	7.14	14.28	EUR	9.990	EUR	S				
03/15/2022	03/16/2022	570870245	de.zattoo.ios.ch.auto.10	de.zattoo.ios.ch.auto_200_30		IAY	DE	2	7.14	14.28	EUR	9.990	EUR	S				
03/10/2022	03/10/2022	570870245	de.zattoo.ios.ch.auto.10	de.zattoo.ios.ch.auto_200_30		IAY	DE	5	7.14	35.70	EUR	9.990	EUR	S				
02/28/2022	03/01/2022	570870245	de.zattoo.ios.ch.auto.10	de.zattoo.ios.ch.auto_200_30		IAY	DE	1	7.14	7.14	EUR	9.990	EUR	S				
03/12/2022	03/13/2022	570870245	de.zattoo.ios.ch.auto.10	de.zattoo.ios.ch.auto_200_30		IAY	DE	2	7.14	14.28	EUR	9.990	EUR	S				
03/14/2022	03/14/2022	570870245	de.zattoo.ios.ch.auto.10	de.zattoo.ios.ch.auto_200_30		IAY	DE	2	7.14	14.28	EUR	9.990	EUR	S				
03/06/2022	03/07/2022	570870245	de.zattoo.ios.ch.auto.10	de.zattoo.ios.ch.auto_200_30		IAY	DE	1	7.14	7.14	EUR	9.990	EUR	S				
03/25/2022	03/26/2022	570870245	de.zattoo.ios.ch.auto.10	de.zattoo.ios.ch.auto_200_30		IAY	DE	1	7.14	7.14	EUR	9.990	EUR	S				
03/02/2022	03/03/2022	570870245	de.zattoo.ios.ch.auto.10	de.zattoo.ios.ch.auto_200_30		IAY	DE	2	7.14	14.28	EUR	9.990	EUR	S				
02/27/2022	02/28/2022	570870245	de.zattoo.ios.ch.auto.10	de.zattoo.ios.ch.auto_200_30		IAY	DE	1	7.14	7.14	EUR	9.990	EUR	S				
03/08/2022	03/08/2022	570870245	de.zattoo.ios.ch.auto.10	de.zattoo.ios.ch.auto_200_30		IAY	DE	1	7.14	7.14	EUR	9.990	EUR	S				
03/12/2022	03/12/2022	570870245	de.zattoo.ios.ch.auto.10	de.zattoo.ios.ch.auto_200_30		IAY	DE	1	7.14	7.14	EUR	9.990	EUR	S				
03/25/2022	03/25/2022	570870245	de.zattoo.ios.ch.auto.10	de.zattoo.ios.ch.auto_200_30		IAY	DE	1	7.14	7.14	EUR	9.990	EUR	S				
03/17/2022	03/18/2022	570870245	de.zattoo.ios.ch.auto.10	de.zattoo.ios.ch.auto_200_30		IAY	DE	1	7.14	7.14	EUR	9.990	EUR	S				
03/14/2022	03/15/2022	570870245	de.zattoo.ios.ch.auto.10	de.zattoo.ios.ch.auto_200_30		IAY	DE	1	7.14	7.14	EUR	9.990	EUR	S				
03/16/2022	03/17/2022	570870245	de.zattoo.ios.ch.auto.10	de.zattoo.ios.ch.auto_200_30		IAY	DE	1	7.14	7.14	EUR	9.990	EUR	S				
02/27/2022	02/27/2022	570870245	de.zattoo.ios.ch.auto.10	de.zattoo.ios.ch.auto_200_30		IAY	DE	2	7.14	14.28	EUR	9.990	EUR	S				
03/22/2022	03/22/2022	570870245	de.zattoo.ios.ch.auto.10	de.zattoo.ios.ch.auto_200_30		IAY	DE	1	7.14	7.14	EUR	9.990	EUR	S				
03/13/2022	03/13/2022	570870245	de.zattoo.ios.ch.auto.10	de.zattoo.ios.ch.auto_200_30		IAY	DE	2	7.14	14.28	EUR	9.990	EUR	S				
03/11/2022	03/11/2022	570870245	de.zattoo.ios.ch.auto.10	de.zattoo.ios.ch.auto_200_30		IAY	DE	1	7.14	7.14	EUR	9.990	EUR	S				
03/22/2022	03/23/2022	570870245	de.zattoo.ios.ch.auto.10	de.zattoo.ios.ch.auto_200_30		IAY	DE	1	7.14	7.14	EUR	9.990	EUR	S				
02/28/2022	02/28/2022	570870245	de.zattoo.ios.ch.auto.10	de.zattoo.ios.ch.auto_200_30		IAY	DE	4	7.14	28.56	EUR	9.990	EUR	S				
03/06/2022	03/06/2022	570870245	de.zattoo.ios.ch.auto.10	de.zattoo.ios.ch.auto_200_30		IAY	DE	1	7.14	7.14	EUR	9.990	EUR	S				
03/04/2022	03/04/2022	570870245	de.zattoo.ios.ch.auto.10	de.zattoo.ios.ch.auto_200_30		IAY	DE	1	7.14	7.14	EUR	9.990	EUR	S				
03/05/2022	03/05/2022	570870245	de.zattoo.ios.ch.auto.10	de.zattoo.ios.ch.auto_200_30		IAY	DE	2	7.14	14.28	EUR	9.990	EUR	S				
03/20/2022	03/21/2022	570870245	de.zattoo.ios.ch.auto.10	de.zattoo.ios.ch.auto_200_30		IAY	DE	2	7.14	14.28	EUR	9.990	EUR	S				
03/05/2022	03/06/2022	570870245	de.zattoo.ios.ch.auto.10	de.zattoo.ios.ch.auto_200_30		IAY	DE	1	7.14	7.14	EUR	9.990	EUR	S				
02/26/2022	02/27/2022	570870245	de.zattoo.ios.ch.auto.10	de.zattoo.ios.ch.auto_200_30		IAY	DE	2	7.14	14.28	EUR	9.990	EUR	S				
03/23/2022	03/24/2022	570870245	de.zattoo.ios.ch.auto.10	de.zattoo.ios.ch.auto_200_30		IAY	DE	1	7.14	7.14	EUR	9.990	EUR	S				
03/24/2022	03/25/2022	570870245	de.zattoo.ios.ch.auto.10	de.zattoo.ios.ch.auto_200_30		IAY	DE	1	7.14	7.14	EUR	9.990	EUR	S				
03/16/2022	03/16/2022	570870245	de.zattoo.ios.ch.auto.10	de.zattoo.ios.ch.auto_200_30		IAY	DE	3	7.14	21.42	EUR	9.990	EUR	S				
03/11/2022	03/12/2022	570870245	de.zattoo.ios.ch.auto.10	de.zattoo.ios.ch.auto_200_30		IAY	DE	1	7.14	7.14	EUR	9.990	EUR	S				
03/24/2022	03/24/2022	570870245	de.zattoo.ios.ch.auto.10	de.zattoo.ios.ch.auto_200_30		IAY	DE	3	7.14	21.42	EUR	9.990	EUR	S				
03/19/2022	03/19/2022	570870246	de.zattoo.ios.ch.auto.20	de.zattoo.ios.ch.auto_400_90		IAY	DE	2	19.28	38.56	EUR	26.990	EUR	S				
03/20/2022	03/21/2022	570870246	de.zattoo.ios.ch.auto.20	de.zattoo.ios.ch.auto_400_90		IAY	DE	1	19.28	19.28	EUR	26.990	EUR	S				
02/27/2022	02/28/2022	570870247	de.zattoo.ios.ch.auto.30	de.zattoo.ios.ch.auto_600_365		IAY	DE	1	67.85	67.85	EUR	94.990	EUR	S				
03/20/2022	03/20/2022	570870247	de.zattoo.ios.ch.auto.30	de.zattoo.ios.ch.auto_600_365		IAY	DE	1	67.85	67.85	EUR	94.990	EUR	S				
03/12/2022	03/12/2022	570870247	de.zattoo.ios.ch.auto.30	de.zattoo.ios.ch.auto_600_365		IAY	DE	1	67.85	67.85	EUR	94.990	EUR	S				
03/22/2022	03/22/2022	570870247	de.zattoo.ios.ch.auto.30	de.zattoo.ios.ch.auto_600_365		IAY	DE	1	67.85	67.85	EUR	94.990	EUR	S				
03/04/2022	03/04/2022	570870247	de.zattoo.ios.ch.auto.30	de.zattoo.ios.ch.auto_600_365		IAY	DE	1	67.85	67.85	EUR	94.990	EUR	S				
03/09/2022	03/10/2022	570870247	de.zattoo.ios.ch.auto.30	de.zattoo.ios.ch.auto_600_365		IAY	DE	1	67.85	67.85	EUR	94.990	EUR	S				
03/06/2022	03/07/2022	570870247	de.zattoo.ios.ch.auto.30	de.zattoo.ios.ch.auto_600_365		IAY	DE	2	67.85	135.70	EUR	94.990	EUR	S				
03/26/2022	03/26/2022	570870247	de.zattoo.ios.ch.auto.30	de.zattoo.ios.ch.auto_600_365		IAY	DE	1	67.85	67.85	EUR	94.990	EUR	S				
03/05/2022	03/06/2022	570870247	de.zattoo.ios.ch.auto.30	de.zattoo.ios.ch.auto_600_365		IAY	DE	1	67.85	67.85	EUR	94.990	EUR	S				
03/18/2022	03/19/2022	570870247	de.zattoo.ios.ch.auto.30	de.zattoo.ios.ch.auto_600_365		IAY	DE	1	67.85	67.85	EUR	94.990	EUR	S				
03/20/2022	03/20/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	-1	5.76	-5.76	EUR	-8.060	EUR	R				
03/21/2022	03/21/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	106	7.14	756.84	EUR	9.990	EUR	S				
	03/06/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	1	5.88	5.88	EUR	9.990	EUR	S				
02/27/2022	02/27/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	90	7.14	642.60	EUR	9.990	EUR	S				
03/14/2022	03/14/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	-1	7.14	-7.14	EUR	-9.990	EUR	R				
03/10/2022	03/10/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	118	7.14	842.52	EUR	9.990	EUR	S				
03/02/2022	03/02/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	-1	7.14	-7.14	EUR	-9.990	EUR	R				
03/04/2022	03/04/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	122	7.14	871.08	EUR	9.990	EUR	S				
03/17/2022	03/17/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	118	7.14	842.52	EUR	9.990	EUR	S				
03/20/2022	03/20/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	96	7.14	685.44	EUR	9.990	EUR	S				
03/18/2022	03/18/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	-1	5.30	-5.30	EUR	-7.420	EUR	R				
03/14/2022	03/14/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	106	7.14	756.84	EUR	9.990	EUR	S				
03/15/2022	03/15/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	130	7.14	928.20	EUR	9.990	EUR	S				
03/23/2022	03/23/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	125	7.14	892.50	EUR	9.990	EUR	S				
03/24/2022	03/25/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	38	7.14	271.32	EUR	9.990	EUR	S				
03/10/2022	03/11/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	59	7.14	421.26	EUR	9.990	EUR	S				
03/19/2022	03/19/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	109	7.14	778.26	EUR	9.990	EUR	S				
02/27/2022	02/28/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	125	7.14	892.50	EUR	9.990	EUR	S				
02/28/2022	03/01/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	61	7.14	435.54	EUR	9.990	EUR	S				
03/26/2022	03/26/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	126	7.14	899.64	EUR	9.990	EUR	S				
03/10/2022	03/10/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	-1	1.53	-1.53	EUR	-2.140	EUR	R				
03/02/2022	03/02/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	121	7.14	863.94	EUR	9.990	EUR	S				
03/05/2022	03/06/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	52	7.14	371.28	EUR	9.990	EUR	S				
03/03/2022	03/03/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	122	7.14	871.08	EUR	9.990	EUR	S				
03/15/2022	03/15/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	-1	7.14	-7.14	EUR	-9.990	EUR	R				
03/14/2022	03/15/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	47	7.14	335.58	EUR	9.990	EUR	S				
03/02/2022	03/02/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	-1	6.92	-6.92	EUR	-9.680	EUR	R				
02/26/2022	02/27/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	49	7.14	349.86	EUR	9.990	EUR	S				
03/08/2022	03/09/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	34	7.14	242.76	EUR	9.990	EUR	S				
03/12/2022	03/12/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	130	7.14	928.20	EUR	9.990	EUR	S				
03/06/2022	03/06/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	-1	4.34	-4.34	EUR	-6.070	EUR	R				
03/01/2022	03/01/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	117	7.14	835.38	EUR	9.990	EUR	S				
03/23/2022	03/24/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	31	7.14	221.34	EUR	9.990	EUR	S				
03/25/2022	03/26/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	55	7.14	392.70	EUR	9.990	EUR	S				
03/01/2022	03/02/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	-1	4.85	-4.85	EUR	-6.790	EUR	R				
03/19/2022	03/20/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	46	7.14	328.44	EUR	9.990	EUR	S				
03/05/2022	03/05/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	94	7.14	671.16	EUR	9.990	EUR	S				
03/09/2022	03/10/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	56	7.14	399.84	EUR	9.990	EUR	S				
03/16/2022	03/17/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	29	7.14	207.06	EUR	9.990	EUR	S				
03/18/2022	03/18/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	118	7.14	842.52	EUR	9.990	EUR	S				
03/13/2022	03/14/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	36	7.14	257.04	EUR	9.990	EUR	S				
03/03/2022	03/04/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	51	7.14	364.14	EUR	9.990	EUR	S				
03/06/2022	03/06/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	115	7.14	821.10	EUR	9.990	EUR	S				
03/11/2022	03/11/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	133	7.14	949.62	EUR	9.990	EUR	S				
03/21/2022	03/22/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	30	7.14	214.20	EUR	9.990	EUR	S				
03/01/2022	03/02/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	58	7.14	414.12	EUR	9.990	EUR	S				
03/11/2022	03/12/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	50	7.14	357.00	EUR	9.990	EUR	S				
03/04/2022	03/05/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	35	7.14	249.90	EUR	9.990	EUR	S				
03/17/2022	03/18/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	36	7.14	257.04	EUR	9.990	EUR	S				
03/20/2022	03/21/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	45	7.14	321.30	EUR	9.990	EUR	S				
03/15/2022	03/16/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	41	7.14	292.74	EUR	9.990	EUR	S				
03/16/2022	03/16/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	-1	7.14	-7.14	EUR	-9.990	EUR	R				
03/18/2022	03/19/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	37	7.14	264.18	EUR	9.990	EUR	S				
03/12/2022	03/12/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	-1	1.53	-1.53	EUR	-2.140	EUR	R				
03/09/2022	03/09/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	140	7.14	999.60	EUR	9.990	EUR	S				
03/04/2022	03/04/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	-1	5.36	-5.36	EUR	-7.500	EUR	R				
02/28/2022	02/28/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	361	7.14	2577.54	EUR	9.990	EUR	S				
03/12/2022	03/13/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	63	7.14	449.82	EUR	9.990	EUR	S				
03/06/2022	03/07/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	46	7.14	328.44	EUR	9.990	EUR	S				
03/07/2022	03/07/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	-1	7.14	-7.14	EUR	-9.990	EUR	R				
03/12/2022	03/12/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	-1	6.92	-6.92	EUR	-9.680	EUR	R				
03/08/2022	03/08/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	110	7.14	785.40	EUR	9.990	EUR	S				
03/22/2022	03/23/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	43	7.14	307.02	EUR	9.990	EUR	S				
03/13/2022	03/13/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	115	7.14	821.10	EUR	9.990	EUR	S				
03/16/2022	03/16/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	93	7.14	664.02	EUR	9.990	EUR	S				
03/02/2022	03/03/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	51	7.14	364.14	EUR	9.990	EUR	S				
03/09/2022	03/09/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	-1	6.00	-6.00	EUR	-8.390	EUR	R				
03/07/2022	03/08/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	45	7.14	321.30	EUR	9.990	EUR	S				
03/07/2022	03/07/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	127	7.14	906.78	EUR	9.990	EUR	S				
03/24/2022	03/24/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	119	7.14	849.66	EUR	9.990	EUR	S				
03/02/2022	03/02/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	-1	6.90	-6.90	EUR	-9.660	EUR	R				
03/22/2022	03/22/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	102	7.14	728.28	EUR	9.990	EUR	S				
03/21/2022	03/21/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	-1	4.38	-4.38	EUR	-6.130	EUR	R				
03/01/2022	03/01/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	-1	7.14	-7.14	EUR	-9.990	EUR	R				
03/25/2022	03/25/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	123	7.14	878.22	EUR	9.990	EUR	S				
03/09/2022	03/09/2022	570873555	de.zattoo.ios.de.auto.10	de.zattoo.ios.de.auto_200_30		IAY	DE	-1	1.79	-1.79	EUR	-2.500	EUR	R				
03/23/2022	03/23/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	201	7.14	1435.14	EUR	9.990	EUR	S				
03/06/2022	03/06/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	5.62	-5.62	EUR	-7.860	EUR	R				
03/03/2022	03/03/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	0.26	-0.26	EUR	-.360	EUR	R				
03/18/2022	03/18/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	7.14	-7.14	EUR	-9.990	EUR	R				
03/15/2022	03/15/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	139	7.14	992.46	EUR	9.990	EUR	S				
03/25/2022	03/25/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	7.14	-7.14	EUR	-9.990	EUR	R				
03/12/2022	03/12/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	5.07	-5.07	EUR	-7.100	EUR	R				
03/12/2022	03/12/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	1.28	-1.28	EUR	-1.790	EUR	R				
03/21/2022	03/22/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	64	7.14	456.96	EUR	9.990	EUR	S				
03/15/2022	03/16/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	61	7.14	435.54	EUR	9.990	EUR	S				
03/03/2022	03/03/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-2	7.14	-14.28	EUR	-9.990	EUR	R				
03/02/2022	03/02/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	225	7.14	1606.50	EUR	9.990	EUR	S				
03/19/2022	03/20/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	74	7.14	528.36	EUR	9.990	EUR	S				
03/02/2022	03/02/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	6.66	-6.66	EUR	-9.310	EUR	R				
03/24/2022	03/25/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	57	7.14	406.98	EUR	9.990	EUR	S				
03/18/2022	03/19/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	7.14	-7.14	EUR	-9.990	EUR	R				
03/02/2022	03/02/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-4	7.14	-28.56	EUR	-9.990	EUR	R				
03/14/2022	03/14/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	7.14	-7.14	EUR	-9.990	EUR	R				
03/06/2022	03/06/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	6.92	-6.92	EUR	-9.680	EUR	R				
03/16/2022	03/17/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	55	7.14	392.70	EUR	9.990	EUR	S				
03/22/2022	03/22/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	184	7.14	1313.76	EUR	9.990	EUR	S				
03/20/2022	03/21/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	66	7.14	471.24	EUR	9.990	EUR	S				
03/08/2022	03/08/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	4.34	-4.34	EUR	-6.070	EUR	R				
03/04/2022	03/04/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	217	7.14	1549.38	EUR	9.990	EUR	S				
03/07/2022	03/07/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	3.32	-3.32	EUR	-4.650	EUR	R				
03/09/2022	03/10/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	67	7.14	478.38	EUR	9.990	EUR	S				
03/03/2022	03/04/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	83	7.14	592.62	EUR	9.990	EUR	S				
03/10/2022	03/10/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	221	7.14	1577.94	EUR	9.990	EUR	S				
03/11/2022	03/11/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	-1	4.09	-4.09	EUR	-5.720	EUR	R				
03/03/2022	03/03/2022	1243062087	freetrial.de.zattoo.ios.de.auto.10	freetrial.de.zattoo.ios.de.auto_200_30		IAY	DE	233	7.14	1663.62	EUR	9.990	EUR	S				
